owner,title,status,priority,ref_app_count,ref_public_app_count,ref_public_maptour_count,public_total_refs,risk_score,recommended_action,url
StoryMaps,Hiking the Appalachian Trail with Twiggs,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=051d2c8302a747ce8335a0a1f106fc86
dasbury_storymaps,Hurricance Matthew,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=71e37f4751c043219c28465be98dcf1f
StoryMaps,Is income an issue?,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=4c42bb71446a471ca52065f04db20fbb
StoryMaps,Is there an ethnic skew?,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=57191f9582a1496a8e6b568d2076fa22
dasbury_storymaps,Israel,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=1412d387838441d7b2390d03acb037b8
storymapslegacy,Kayak Ecuador,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=029504de519741acad67460edd337d00
acarroll73,Census Test Map Tour,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=c42ec07d961b4700be9697b8be21cb0f
dasbury_storymaps,Census_DirectorsMapTour,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=75087b1c6d6e4de6bab3d92042cc44f9
StoryMaps,CEPF Demo,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=8b17d18da05f44d4bed0752628c6eba3
StoryMaps,Charlotte map,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=b81bc7f13cbf49e2ba588befd9f70485
StoryMaps,Cherry Blossom Loop,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=067aa635bf204b7a92606ef82ddd7731
StoryMaps,Facebook Images tour test,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=4774fbb9dbbe444d94b4dbe56cc17516
StoryMaps,Federal Lands of the United States,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=b767aef03755445d8e3ef80d9d718821
mystories,flickr photos,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=02317f5df078464188bfe97e9a548802
dasbury_storymaps,Forest elephant habitat comparison over time - NACIS 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=3e163d8e2c314b009707bcb43c7e997c
StoryMaps,greg10151,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=ac170346643f48caa740f1d5c8a439b4
StoryMaps,greg10211,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=9c240691b9e1475eaea7ce5024becda1
StoryMaps,greg7156,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=5f3646d09714453eb4fcd6ea23f30fff
dasbury_storymaps,Photographing the President in 50 States,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=568d9990c86442c78ea3c642f2a640e1
StoryMaps,Photosynth Test,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=9dad491725b848698e21515a420dcbc5
StoryMaps,Place Matters in NYC,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=00726632e6a34786ab95c2db9e016177
StoryMaps,Place Matters in NYC - Demo,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=60d1b5d646114107980c73224e064740
StoryMapsTeam15,Map Tour Demo Large,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=084bc3c900644e7eae045a77c5d3ac6a
dasbury_storymaps,Kepler,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=3f8c8f5bba1f4855939ad11857e92a7f
StoryMapsTeam15,Map Tour Demo Large,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=28afb6cb28084fba843410387bfbb7b7
StoryMapsTeam15,Map Tour Demo Thumbnail,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=9bf01a8a703e4bd58788224d385d5d8b
StoryMaps,Lee's Test Map Tour,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=a3e20aec32bc40659a156a3eea18f481
StoryMaps,Lee's Test Map Tour 2,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=0b67068e340343e4ae1364b3e5121948
dasbury_storymaps,Legend bug test,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=3e0caa0e6ab14de995680dd059457cad
StoryMaps,London Population Density-Copy,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=5cbff73f7cb841e191511a3835a71062
owen.storymaps,Map Journal A: Map,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=ce86e3a1b8834cb98387965bf1dcb7d8
will.storymaps,Marvel Origins Story Map,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=7e10432c0e3c4d6eaa67cb68d3704e37
will.storymaps,Marvel Short,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=82ddf9c14d3641fdb9fd4cbeb0005092
StoryMaps,Median Household Income,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=df4b9f5b3619435fbea5abb763c42a47
StoryMaps,MIT and Vicinity,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=1aab33ee3006457abfebf0035528d5a9
StoryMaps,MIT September 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=bdfa31f588be42b6a5a74dcdfe4f0cfd
StoryMaps,"Seven Bridges in Parke County, Indiana",LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=258dce0b9bd046b39d460bfc9f14e95a
StoryMaps,Smithsonian Journeys: The Trans-Siberian Express,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=8c559188031443adb9c61bb511da5b2c
FedGISContent,Sochi Sanki Sliding Center,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=ef4d31947f8748dfba10d6181a5103b7
ssylvia_storymaps,St. Croix Demo Map,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=f7a3060696904d9c8b27231ece0668f6
skitterman,New York trip backwards,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=9c41333fbac445d89426f0048da862e6
skitterman,No image shortlist,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=f6eaf12f3d714dd8946ea8942d4a9c98
StoryMaps,NYC Fall 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=413db7510495442d83db176d9ea29b2a
StoryMaps,NYC Fall 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=23b338fc9b08452b9435b4ce743db8fa
dasbury_storymaps,NYC Swipe - Rumsey,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=b71a7954ba5e45b49791b96372c7428e
StoryMaps,On the Road in North Dakota,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=9b781aec884c4e259ef5c15c92b50850
storymapslegacy,On the Road in North Dakota,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=e33cd4cbd2de4d7da7ae39f6d6fdb872
StoryMaps_services,Rhino population,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=34aeb3a82e144839b24d721f25559bff
StoryMaps,Roosevelt Island Bird Walk,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=ab7aa271fd6c4727993d71478c8ccdcb
StoryMaps,"Santa Cruz, Bolivia, 1990 and Today",LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=bc74453da00545f3a3b2b4b51b0e35dc
dasbury_storymaps,Test map of Utah fracking sites,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=d084ac5b6ac348b5a4e10338ec3cfee4
dasbury_storymaps,The Location of People Serving Life Without Parole Sentences for Nonviolent Offenses-AsburyCopy,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=84bf9701b4cd43afa9d6e5e382e24dde
skitterman,The test,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=0ddd51561870458c832ba6348acdde21
testing_uc,The UC Craze,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=092c48dd0c9440ab97ad4d6b183d9c4f
dasbury_storymaps,NACIS 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=7bc1b4966b014f3d87d420ac44fd7123
StoryMaps,New York City Place Matters - Demo,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=727f7dfdd6c84a01ba16ac33fd391968
skitterman,New York trip,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=5f6e9fd23e7c46f5ad92d1e50b4c02fb
skitterman,New York trip,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=8d421aa6102b497f86f4b035af0daaa9
skitterman,New York trip,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=719686e280184c5f9da85f1122e8a9ab
skitterman,video tour,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=cd21938cc0934903815bbc31853b01fd
StoryMaps,Wesleyan University,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=37c7f5cff7a04d908ac2b79a0dd18ba7
StoryMaps,White House Travels in 2013,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=7ede27c9d37e4fc0bab65c627ffd663d
StoryMaps,The wealthy live in relative isolation from the less affluent,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=c6e90de785bb45c79328411744285f4d
acarroll_storymaps,World's Busiest Airports,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=554a3701c11945ca93675daa9b3cb645
dasbury_storymaps,"Traveling through a multi-layered land - a visit to Israel and Palestine
",LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=37a9713379c44157aa8a4f7a6ac29072
StoryMaps,Turkeys per farm,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=05ee19e61ceb4188b298a5890d2a3a31
skitterman,yar har har,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=fa88fce5d5cf44019684728df8c189a1
skitterman,yar har har - Shortlist builder,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=d23736a2e12541e489d44e7e2f2c2f0e
StoryMaps,Zoo Points,LEGACY,MEDIUM,1,0,0,0,72,MIGRATE_PLANNED,https://www.arcgis.com/home/item.html?id=705c481ee1b542199d341ba31eb72f68
skitterman, asd erwaer awer ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a7dee514ad5449009ebe0ad1cbe534e5
skitterman, asdf a  erawer aweawer awer ,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=079a6d3b70fa4de09f6094b24922ea37
sabinebarrera,1,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9de4a47c173142d287fc9aeba8424a72
glazou2,1,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a0b763ec926f40c380263ff82a1cdf38
glazou2,1,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1ddbc65d897642a29cd965ed212b03d5
glazou2,111,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=485ea6f0b0144156b7dab5dd8634fdef
StoryMaps,1900 Galveston Hurricane,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=78269e9e46734ce28cb113cce7c2e380
StoryMaps,1915 Galveston Hurricane,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=de02256f84b843b295def8c74ca09526
StoryMaps,1990 Landsat enhanced vs. today,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=73abc2c65f5e42559e1de68068068b63
sabinebarrera,1Shape,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c33d8f4d79b84217b0c682a00ddc5ff2
sabinebarrera,2,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ac2bd07c5fb141a39de9c2cbd6bc0e42
acarroll73,2011 Esri User Conference,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=54af8d63856740119518efa50fde9c0b
StoryMaps,2011 Terrorist Attacks in Russia,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c12b533a317b4b7a8987a1692f1f66d3
StoryMaps,2012 Olympic Torch Relay,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3df299d68c96459097de38fbd5c97575
StoryMaps,2012 Presidential Election Margin of Victory by County,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=28de9d1202aa4e63ad1e91b0b44416de
StoryMaps,2012 Terrorist Attacks in Russia,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=94009895f62146e6a817247e850be4e2
skitterman,22 Pictures,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f90740dc4471423ea1c93ade78f61e17
sabinebarrera,2Shapes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c46d48a60f724bd3ae101a5fc71a76da
sabinebarrera,3,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d413e10b878e42fa8d13c530ab014515
sabinebarrera,4,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=251af944533147d4a823cfcadee78c68
skitterman,43 Pictures,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=06f667e98b454fa7b3da83b8ad1e49d4
sabinebarrera,4Shapes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=02ac9d6b73504584b3e37945a02e440f
sabinebarrera,5,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4922c9dd9e894690bb814d8d932eaff2
sabinebarrera,6,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5b1ad18f834f4dbba5ae73fafe43fdd3
acarroll73,9/25/11 bike ride,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=093333b3bbf7445db58a8affdddb2f22
acarroll_storymaps,A gallery of endangered plants and animals,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=88d535e2cc364a96bd8d46c10df5a705
acarroll73,A really long walk in Rome,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7f75d41af4654b13860990ed6fcf6970
acarroll73,A Selection of LEEDS Platinum Buildings,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=13da3993292444f39ad782f484d5a0e9
StoryMaps,A Walk on the High Line,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5676da8eaae74726ba75686a2224e13a
StoryMaps,A walk on the High Line,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7fca9543e4d14ae7a9d5aba6f113bb3b
StoryMaps,A Walk on the High Line (web map),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2be67406dd254d6b8cb5e99004623ba1
StoryMaps,A walking tour of the National Mall,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=88a5976d0c054e56972224c0a25050b3
StoryMaps,A walking tour of the National Mall,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a5019e8c55d547eab69c0777dcd7509a
cooper.storymaps,Abandoned Islands,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=557cae74a9694ae88ba73b8be1b96a3d
StoryMaps,ABC Congressional Bird Walk,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=99fb72e3e1054a56b5d31cbd10634c10
dasbury_storymaps,Access to basic health care is inadequate in many parts of the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=26bfd6759c554b95bfbc223cf3338895
StoryMaps,Access to basic health care is inadequate in many parts of the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=26c9e4285bb14506b1c46dac3454672c
sabinebarrera,Access to basic health care is inadequate in many parts of the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4a99b43bfaf345ab974bc5c6a89c9e7e
acarroll73,Accessibility map of the Amazon basin,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=08febe9cd1844c01b843aaa60bd7c0b8
acarroll73,Aconcagua Climb,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=74930aaf5c0f4b9c8fee93854dbfd0c3
acarroll_storymaps,Actual Calories-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1bdcdd01a13b4c56a550b6cf44e75524
sabinebarrera,Africa Population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2de1366d2483435ba21f390ffd0ef717
acarroll73,Correlation,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b5f2a6a2e61044cba05c21fffb551998
acarroll73,Country Centroids,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=295c75ddf15a4f26af685968abbe5a1f
acarroll73,Creating geo-narratives with GPS and ArcGIS Online: San Diego to Coronado,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6061d41ded0f4808a72906e1097d59a6
sabinebarrera,Crime in City,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=77e7cbfc84af43f9b7085873bfb58644
StoryMaps,Crimea: geography and hot spots,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=778a8e01c6ed489b95567fc3f8444e9f
StoryMaps,Crimean Tatars in Crimea-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=72c13adbea92488286d77e20e1e786d8
StoryMaps,Crowdsource test map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e1812f22ceb44136b724bf1d555f3a13
StoryMaps,Cuba-Florida Hurricane - 1944,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5c4024d65652495d965943077ff54f22
acarroll_storymaps,Current Crop Yields,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5bdab5087a324e57a84f2b0b7dd9e3b2
StoryMaps,Current hurricanes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=06d04d87e7df4783b62817d06104eeac
acarroll73,Current U.S. Weather,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4aa4658906344779bae14dd2f0f93786
acarroll73,Current Winds,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9caee2b60e184e40ae9b13e74043f73f
skitterman,Da placez,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6310a73368414c9d9ad11318042a3750
acarroll73,Dadaab Refugee Camp,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=29bde7b76f33499088179dde3da9fda5
dasbury_storymaps,Daily Planet Imagery-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c6812d0524c044269b4b5bb74f2542ba
acarroll73,Daytona Beach walk,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7fe7e2ec6a304af381b0f1866fa78156
StoryMaps,Daytona Beach Walk,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e72e0c21fa7b40ac9cb220440eda9738
StoryMaps,DC Penn Quarter Shortlist,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=103b864d846f4a84828ae26d616173da
StoryMaps,DC Penn Quarter Shortlist,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=75f8ef08604e417ebd655507dec8da56
StoryMaps,Decline of the forest elephant,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6c27d943b77f42c4bd419c312ab6bc0d
glazou2,DemoElephant8,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d7c6882668af4398b590cffe25f8d83c
FedGISContent,Demographic Coverage,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d14e80ccfe6340b8bac8f2f2ea295c57
StoryMaps,Dense Urban Landscapes-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0932f23e97074b84b286717f9bd59f92
StoryMaps,Denver 1879 copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0d147540d49349a7a361f6b775b9a2f7
sabinebarrera,df,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a1f0f691c8fe4eb89f3ef9eff9e7377e
StoryMaps,Diabetes rates,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2db9443e67744681ad2739cb70e8d008
dasbury_storymaps,Diabetes rates,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=08770b270a4543fa9086c91c9b65bad5
acarroll73,DIVERSITY 2000,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f265aff3c88a402c82d3950635b6369a
StoryMaps,DIVERSITY 2000 and 2010,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=00c8803c12ff46a6a1905f0f0cd0bf8a
StoryMaps,Doctor's offices,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=23080a0b032b405e83bcec49b4a4b2f9
StoryMaps,Downtown Washington D.C. Shortlist,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=66502e241a6e4f72a1d9c1a80fcbc2d7
skitterman,asdf asrwer QWET,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=aca853794a57461a97804c9335d320fd
skitterman,asdf awer waer,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=70ebc6ea3e6a4cd98576e22c7c3f7e61
skitterman,asdf tew,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2e0d1f7c40a94d858ad2bfc6d8ee1594
